Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO,Team,Weather Classified
"Tuesday, Jun 6",CHW,@,NYY,W,3.0,2.0,9.0,27-35,4.0,4.5,Giolito,Schmidt,Hendriks,2.466666666666667,N,38049.0,0.41,4,,21.1,44.0,284.38233316000003,0.0,,0.0,0.1111111111111111,CHW,2
"Friday, Jun 9",CHW,Home,MIA,W-wo,2.0,1.0,9.0,29-36,3.0,3.5,Hendriks,Floro,,2.45,N,21033.0,0.5,1,,18.3,36.0,232.9393277,0.0,,7.6,0.037037037037037,CHW,1
"Saturday, Jun 10",CHW,Home,MIA,L,1.0,5.0,9.0,29-37,3.0,4.5,Okert,Kelly,,2.9166666666666665,D,25793.0,0.56,-1,,22.2,28.0,352.93932770000004,0.0,,11.2,0.037037037037037,CHW,2
"Sunday, Jun 11",CHW,Home,MIA,L,5.0,6.0,9.0,29-38,3.0,4.5,Hoeing,Graveman,Puk,2.6166666666666667,D,20888.0,0.47,-2,,24.4,33.0,332.93932770000004,0.0,,7.6,0.1111111111111111,CHW,2
"Tuesday, Jun 13",CHW,@,LAD,L,1.0,5.0,9.0,29-39,3.0,5.5,Gonsolin,Lynn,,2.466666666666667,N,45561.0,0.45,-3,,18.3,65.0,233.5154598,0.0,,5.4,0.074074074074074,CHW,1
"Wednesday, Jun 14",CHW,@,LAD,W,8.0,4.0,9.0,30-39,3.0,5.5,López,Vesia,,3.25,N,44442.0,0.42,1,,17.0,78.0,224.5154598,0.0,,23.8,0.037037037037037,CHW,1
"Thursday, Jun 15",CHW,@,LAD,L-wo,4.0,5.0,11.0,30-40,3.0,5.5,Ferguson,Crochet,,3.333333333333333,N,48655.0,0.45,-1,,17.2,78.0,333.5154598,0.0,,0.0,0.1111111111111111,CHW,1
"Friday, Jun 16",CHW,@,SEA,L,2.0,3.0,9.0,30-41,4.0,5.5,Brash,Banks,Sewald,2.8666666666666667,N,36061.0,0.41,-2,,21.7,39.0,299.69115924,0.0,,7.6,0.074074074074074,CHW,2
"Saturday, Jun 17",CHW,@,SEA,W,4.0,3.0,11.0,31-41,3.0,5.5,Bummer,Saucedo,Scholtens,3.633333333333333,D,45188.0,0.4,1,,15.0,93.0,310.69115924,1.0,,0.0,0.1851851851851851,CHW,0
"Sunday, Jun 18",CHW,@,SEA,L,1.0,5.0,9.0,31-42,4.0,5.5,Miller,Lynn,,2.35,D,44772.0,0.43,-1,,13.3,84.0,10.691159239999998,0.0,,9.4,0.1111111111111111,CHW,0
"Monday, Jun 19",CHW,Home,TEX,L,2.0,5.0,9.0,31-43,4.0,5.5,Heaney,Banks,Smith,2.783333333333333,N,19554.0,0.4,-2,,22.8,50.0,322.93932770000004,0.0,,16.6,0.1111111111111111,CHW,2
"Tuesday, Jun 20",CHW,Home,TEX,W,7.0,6.0,9.0,32-43,4.0,4.5,Graveman,Anderson,,2.9166666666666665,N,21048.0,0.37,1,,21.7,49.0,262.93932770000004,0.0,,16.6,0.037037037037037,CHW,2
"Wednesday, Jun 21",CHW,Home,TEX,L,3.0,6.0,9.0,32-44,4.0,5.5,Pérez,Kopech,,2.4333333333333336,N,18963.0,0.43,-1,,22.8,48.0,272.93932770000004,0.0,,18.4,0.037037037037037,CHW,2
"Friday, Jun 23",CHW,Home,BOS,L,1.0,3.0,9.0,32-45,4.0,7.0,Bello,Giolito,Jansen,2.45,N,27015.0,0.28,-2,,23.3,48.0,272.93932770000004,0.0,,5.4,0.037037037037037,CHW,2
"Saturday, Jun 24",CHW,Home,BOS,W-wo,5.0,4.0,9.0,33-45,4.0,6.0,Graveman,Jansen,,2.7666666666666666,D,33054.0,0.28,1,,22.8,53.0,342.93932770000004,0.0,,11.2,0.037037037037037,CHW,2
"Sunday, Jun 25",CHW,Home,BOS,W,4.0,1.0,9.0,34-45,4.0,6.0,Scholtens,Crawford,Middleton,2.6,D,26077.0,0.31,2,,26.7,52.0,352.93932770000004,0.0,,9.4,0.1111111111111111,CHW,3
"Monday, Jun 26",CHW,@,LAA,L-wo,1.0,2.0,9.0,34-46,4.0,6.0,Estévez,López,,2.283333333333333,N,28554.0,0.36,-1,,20.0,55.0,245.82863453,0.0,,7.6,0.037037037037037,CHW,1
"Tuesday, Jun 27",CHW,@,LAA,L,2.0,4.0,9.0,34-47,4.0,6.0,Ohtani,Kopech,Estévez,2.9,N,33637.0,0.34,-2,,21.1,57.0,235.82863453,0.0,,11.2,0.037037037037037,CHW,2
"Wednesday, Jun 28",CHW,@,LAA,W,11.0,5.0,9.0,35-47,4.0,5.5,Giolito,Barria,,2.75,N,29861.0,0.29,1,,21.1,57.0,125.82863453,0.0,,5.4,0.037037037037037,CHW,2
"Thursday, Jun 29",CHW,@,LAA,W,9.0,7.0,9.0,36-47,4.0,4.5,Lynn,Sandoval,,2.85,D,27630.0,0.36,2,,18.9,73.0,145.82863453,0.0,,9.4,0.037037037037037,CHW,1
"Friday, Jun 30",CHW,@,OAK,L,4.0,7.0,9.0,36-48,4.0,5.5,Medina,Banks,May,2.5666666666666664,N,14181.0,0.38,-1,,14.4,81.0,235.48883674,0.0,,24.1,0.037037037037037,CHW,0
"Saturday, Jul 1",CHW,@,OAK,L-wo,6.0,7.0,10.0,36-49,4.0,6.5,Fujinami,Graveman,,3.333333333333333,D,9235.0,0.35,-2,,16.7,75.0,245.48883674,0.0,,18.4,0.037037037037037,CHW,0
"Sunday, Jul 2",CHW,@,OAK,W,8.0,7.0,9.0,37-49,4.0,5.5,Bummer,Blackburn,Santos,2.9333333333333336,D,12107.0,0.28,1,,26.1,47.0,245.48883674,0.0,,16.6,0.074074074074074,CHW,3
"Tuesday, Jul 4",CHW,Home,TOR,L,3.0,4.0,9.0,37-50,4.0,7.0,Pearson,Kelly,Romano,2.716666666666667,N,32607.0,0.32,-1,,25.0,47.0,2.939327700000007,0.0,,7.6,0.037037037037037,CHW,3
"Friday, Jul 7",CHW,Home,STL,W,8.0,7.0,9.0,38-52,4.0,7.5,Middleton,Leahy,Graveman,2.95,N,27569.0,0.16,1,,21.7,59.0,302.93932770000004,0.0,,11.2,0.074074074074074,CHW,2
"Saturday, Jul 8",CHW,Home,STL,L,0.0,3.0,9.0,38-53,4.0,8.0,Mikolas,Toussaint,Hicks,2.466666666666667,D,26560.0,0.19,-1,,22.2,64.0,322.93932770000004,0.0,,7.6,0.1111111111111111,CHW,2
"Sunday, Jul 9",CHW,Home,STL,L,3.0,4.0,10.0,38-54,4.0,8.0,Romero,Middleton,,2.716666666666667,D,29769.0,0.16,-2,,20.6,55.0,22.939327700000007,0.0,,7.6,0.037037037037037,CHW,1
"Friday, Jul 14",CHW,@,ATL,L,0.0,9.0,9.0,38-55,4.0,8.5,Morton,Kopech,,2.533333333333333,N,42782.0,0.16,-3,,26.7,74.0,52.35312999999999,0.0,,7.6,0.1111111111111111,CHW,3
"Saturday, Jul 15",CHW,@,ATL,W,6.0,5.0,9.0,39-55,4.0,8.5,Lynn,Strider,Graveman,2.7333333333333334,N,43344.0,0.12,1,,27.8,77.0,352.35313,0.0,,9.4,0.1111111111111111,CHW,3
"Sunday, Jul 16",CHW,@,ATL,W,8.0,1.0,9.0,40-55,4.0,8.5,Cease,Allard,,2.7333333333333334,D,40174.0,0.14,2,,28.3,68.0,132.35313,0.0,,9.4,0.074074074074074,CHW,3
"Tuesday, Jul 18",CHW,@,NYM,L,10.0,11.0,9.0,40-56,4.0,9.0,Hartwig,Giolito,Robertson,3.466666666666667,N,37109.0,0.17,-1,,26.1,77.0,236.00885818,0.0,,9.4,0.037037037037037,CHW,3
"Wednesday, Jul 19",CHW,@,NYM,L,1.0,5.0,9.0,40-57,4.0,10.0,Verlander,Toussaint,,2.1,N,34873.0,0.12,-2,,24.4,85.0,256.00885818,0.0,,7.6,0.037037037037037,CHW,2
"Thursday, Jul 20",CHW,@,NYM,W,6.0,2.0,9.0,41-57,4.0,9.0,Kopech,Quintana,,2.6166666666666667,D,34751.0,0.09,1,,23.9,84.0,346.00885818,0.0,,0.0,0.074074074074074,CHW,2
"Friday, Jul 21",CHW,@,MIN,L,4.0,9.0,9.0,41-58,4.0,10.0,Ryan,Lynn,,2.333333333333333,N,31339.0,0.17,-1,,20.6,70.0,249.49605421,0.0,,5.4,0.037037037037037,CHW,1
"Saturday, Jul 22",CHW,@,MIN,L,2.0,3.0,9.0,41-59,4.0,11.0,Balazovic,Middleton,Durán,2.65,N,30894.0,0.12,-2,,23.3,56.0,269.49605421,0.0,,0.0,0.074074074074074,CHW,2
"Sunday, Jul 23",CHW,@,MIN,L-wo,4.0,5.0,12.0,41-60,4.0,12.0,Pagán,Scholtens,,3.466666666666667,D,29001.0,0.08,-3,,20.6,78.0,269.49605421,0.0,,0.0,0.037037037037037,CHW,1
"Tuesday, Jul 25",CHW,Home,CHC,L,3.0,7.0,9.0,41-61,4.0,12.5,Hendricks,Kopech,Alzolay,2.7,N,37079.0,0.03,-4,,25.0,60.0,342.93932770000004,0.0,,9.4,0.074074074074074,CHW,3
"Wednesday, Jul 26",CHW,Home,CHC,L,7.0,10.0,9.0,41-62,4.0,12.5,Assad,Kelly,Alzolay,3.3,N,37214.0,0.03,-5,,27.8,58.0,12.939327700000009,0.0,,14.8,0.037037037037037,CHW,3
"Thursday, Jul 27",CHW,Home,CLE,L,3.0,6.0,9.0,41-63,4.0,13.0,Bibee,Cease,Clase,2.8166666666666664,N,20893.0,0.03,-6,,28.9,74.0,232.9393277,0.0,,11.2,0.037037037037037,CHW,3
"Friday, Jul 28",CHW,Home,CLE,W,3.0,0.0,9.0,42-63,4.0,12.0,Toussaint,Curry,Santos,2.4833333333333334,N,26654.0,0.02,1,,30.0,55.0,332.93932770000004,0.0,,11.2,0.037037037037037,CHW,3
"Saturday, Jul 29",CHW,Home,CLE,W,7.0,2.0,9.0,43-63,4.0,11.0,Clevinger,Allen,,2.4333333333333336,N,26299.0,0.03,2,,28.3,74.0,332.93932770000004,0.5,,5.4,0.1111111111111111,CHW,3
"Sunday, Jul 30",CHW,Home,CLE,L,0.0,5.0,9.0,43-64,4.0,11.0,Civale,Kopech,,2.35,D,28096.0,0.05,-1,,23.3,57.0,342.93932770000004,0.0,,9.4,0.037037037037037,CHW,2
"Tuesday, Aug 1",CHW,@,TEX,L,0.0,2.0,9.0,43-65,4.0,12.0,Heaney,Scholtens,Smith,1.9666666666666668,N,28988.0,0.03,-2,,36.1,32.0,97.19716629,0.0,,14.8,0.074074074074074,CHW,3
"Wednesday, Aug 2",CHW,@,TEX,L,1.0,11.0,9.0,43-66,4.0,12.0,Dunning,Cease,,2.4333333333333336,N,28735.0,0.02,-3,,36.7,31.0,107.19716629,0.0,,18.4,0.074074074074074,CHW,3
"Thursday, Aug 3",CHW,@,TEX,L,3.0,5.0,9.0,43-67,4.0,13.0,Scherzer,Toussaint,Smith,2.45,D,29804.0,0.02,-4,,37.2,26.0,147.19716628999998,0.0,,16.6,0.074074074074074,CHW,3
"Friday, Aug 4",CHW,@,CLE,L,2.0,4.0,9.0,43-68,4.0,14.0,Allen,Clevinger,Clase,2.4,N,37056.0,0.01,-5,,23.9,66.0,180.7452077,0.0,,7.6,0.1851851851851851,CHW,2
"Saturday, Aug 5",CHW,@,CLE,W,7.0,4.0,9.0,44-68,4.0,14.0,Kopech,Syndergaard,,2.9833333333333334,N,35823.0,0.01,1,,25.0,62.0,10.74520769999998,0.0,,18.4,0.074074074074074,CHW,3
"Sunday, Aug 6",CHW,@,CLE,W,5.0,3.0,9.0,45-68,4.0,14.0,Peralta,Clase,Lambert,2.6333333333333333,D,27305.0,0.01,2,,23.3,71.0,70.74520769999998,0.0,,13.0,0.1111111111111111,CHW,2
"Monday, Aug 7",CHW,Home,NYY,W,5.0,1.0,9.0,46-68,4.0,14.0,Cease,Cole,Shaw,2.6666666666666665,N,27574.0,0.01,3,,20.6,81.0,232.9393277,0.0,,9.4,0.1111111111111111,CHW,1
"Tuesday, Aug 8",CHW,Home,NYY,L,1.0,7.0,9.0,46-69,4.0,14.0,Schmidt,Toussaint,,2.783333333333333,N,26446.0,0.01,-1,,22.8,64.0,82.9393277,0.0,,5.4,0.1111111111111111,CHW,2
"Wednesday, Aug 9",CHW,Home,NYY,W,9.0,2.0,9.0,47-69,4.0,13.0,Clevinger,Severino,Santos,2.75,N,23377.0,0.01,1,,22.8,66.0,132.9393277,0.0,,7.6,0.037037037037037,CHW,2
"Friday, Aug 11",CHW,Home,MIL,L,6.0,7.0,10.0,47-70,4.0,12.5,Williams,Lambert,Uribe,3.3833333333333333,N,30059.0,0.01,-1,,23.3,76.0,122.9393277,0.0,,13.0,0.1111111111111111,CHW,2
"Saturday, Aug 12",CHW,Home,MIL,L,2.0,3.0,9.0,47-71,4.0,13.5,Woodruff,Scholtens,Williams,2.55,N,29851.0,0.01,-2,,26.1,72.0,102.9393277,0.0,,14.8,0.074074074074074,CHW,3
"Sunday, Aug 13",CHW,Home,MIL,L,3.0,7.0,9.0,47-72,4.0,14.5,Peralta,Cease,,2.6833333333333336,D,24495.0,0.01,-3,,25.6,54.0,112.9393277,0.0,,13.0,0.037037037037037,CHW,3
"Tuesday, Aug 15",CHW,@,CHC,W,5.0,3.0,9.0,48-72,4.0,14.5,Ramsey,Merryweather,Santos,2.7,N,40389.0,0.01,1,,19.4,91.0,262.38427116,0.3,,16.6,0.1111111111111111,CHW,1
"Wednesday, Aug 16",CHW,@,CHC,L-wo,3.0,4.0,9.0,48-73,4.0,14.5,Smyly,Santos,,2.45,N,40869.0,0.0,-1,,21.1,57.0,352.38427116,0.0,,5.4,0.037037037037037,CHW,2
"Friday, Aug 18",CHW,@,COL,L,1.0,14.0,9.0,48-74,4.0,15.5,Lambert,Kopech,,2.283333333333333,N,35249.0,0.0,-2,,28.1,28.0,168.037509228,0.0,,22.2,0.1111111111111111,CHW,3
"Saturday, Aug 19",CHW,@,COL,L,5.0,11.0,9.0,48-75,4.0,15.5,Freeland,Scholtens,,2.8666666666666667,N,46601.0,0.0,-3,,26.8,36.0,275.037509228,0.0,,14.8,0.1111111111111111,CHW,3
"Sunday, Aug 20",CHW,@,COL,W,10.0,5.0,9.0,49-75,4.0,15.5,Bummer,Koch,,3.066666666666667,D,40151.0,0.0,1,,27.1,32.0,58.037509228,0.0,,16.7,0.1111111111111111,CHW,3
"Monday, Aug 21",CHW,Home,SEA,L,2.0,14.0,9.0,49-76,4.0,16.0,Castillo,Toussaint,,2.75,N,15275.0,0.0,-1,,24.4,79.0,252.9393277,0.0,,16.6,0.1111111111111111,CHW,2
"Tuesday, Aug 22",CHW,Home,SEA,L,3.0,6.0,9.0,49-77,4.0,16.0,Topa,Clevinger,Muñoz,3.1,N,16070.0,0.0,-2,,21.7,81.0,272.93932770000004,0.0,,14.8,0.1111111111111111,CHW,2
"Wednesday, Aug 23",CHW,Home,SEA,W-wo,5.0,4.0,10.0,50-77,4.0,15.0,Peralta,Topa,,3.2333333333333334,D,15759.0,0.0,1,,27.8,74.0,52.93932770000001,0.0,,16.6,0.037037037037037,CHW,3
"Thursday, Aug 24",CHW,Home,OAK,L,5.0,8.0,9.0,50-78,4.0,16.0,Erceg,Lambert,May,2.6833333333333336,N,13247.0,0.0,-1,,31.7,72.0,112.9393277,0.0,,20.5,0.037037037037037,CHW,3
"Friday, Aug 25",CHW,Home,OAK,L,4.0,12.0,9.0,50-79,4.0,17.0,Neal,Cease,,2.8,N,21906.0,0.0,-2,,32.2,68.0,132.9393277,0.0,,11.2,0.1111111111111111,CHW,3
"Saturday, Aug 26",CHW,Home,OAK,W,6.0,2.0,9.0,51-79,4.0,16.0,Toussaint,Sears,,2.75,N,21508.0,0.0,1,,22.8,81.0,322.93932770000004,0.0,,14.8,0.074074074074074,CHW,2
"Sunday, Aug 27",CHW,Home,OAK,W,6.0,1.0,9.0,52-79,4.0,16.0,Clevinger,Blackburn,,2.6,D,20236.0,0.0,2,,20.0,73.0,242.9393277,0.0,,16.6,0.037037037037037,CHW,1
"Monday, Aug 28",CHW,@,BAL,L,0.0,9.0,9.0,52-80,4.0,17.0,Rodriguez,Kopech,,2.716666666666667,N,12325.0,0.0,-1,,26.7,69.0,96.66021454,0.0,,18.7,0.1111111111111111,CHW,3
"Tuesday, Aug 29",CHW,@,BAL,L,3.0,9.0,9.0,52-81,4.0,17.0,Coulombe,Bummer,,3.083333333333333,N,14903.0,0.0,-2,,24.4,79.0,56.66021454,0.0,,15.5,0.1111111111111111,CHW,2
"Wednesday, Aug 30",CHW,@,BAL,W,10.0,5.0,9.0,53-81,4.0,16.0,Cease,Gibson,,3.15,D,17723.0,0.0,1,,25.6,85.0,203.66021454,0.0,,6.1,0.1111111111111111,CHW,3
"Friday, Sep 1",CHW,Home,DET,L,2.0,4.0,9.0,53-82,4.0,17.0,Rodríguez,Toussaint,Lange,2.716666666666667,N,15105.0,0.0,-1,,20.6,68.0,322.93932770000004,0.0,,11.2,0.037037037037037,CHW,1
"Saturday, Sep 2",CHW,Home,DET,L,0.0,10.0,9.0,53-83,4.0,18.0,Olson,Clevinger,,2.3666666666666667,N,21186.0,0.0,-2,,23.9,55.0,72.9393277,0.0,,11.2,0.037037037037037,CHW,2
"Sunday, Sep 3",CHW,Home,DET,L,2.0,3.0,9.0,53-84,4.0,18.0,Skubal,Bummer,Lange,2.85,D,22246.0,0.0,-3,,25.6,50.0,92.9393277,0.0,,14.8,0.037037037037037,CHW,3
"Monday, Sep 4",CHW,@,KCR,L,1.0,12.0,9.0,53-85,4.0,19.0,Ragans,Scholtens,,2.65,D,10646.0,0.0,-4,,31.7,42.0,123.28981806,0.0,,18.4,0.037037037037037,CHW,3
"Tuesday, Sep 5",CHW,@,KCR,L-wo,6.0,7.0,9.0,53-86,4.0,20.0,Kowar,Santos,,2.5,N,10395.0,0.0,-5,,30.0,48.0,103.28981806,0.0,,20.5,0.037037037037037,CHW,3
"Wednesday, Sep 6",CHW,@,KCR,W,6.0,4.0,9.0,54-86,4.0,19.0,Toussaint,Lyles,Shaw,2.6166666666666667,N,11046.0,0.0,1,,28.9,46.0,263.28981806,0.0,,18.4,0.037037037037037,CHW,3
"Friday, Sep 8",CHW,@,DET,W,6.0,0.0,9.0,55-86,4.0,19.0,Clevinger,Olson,,2.466666666666667,N,18483.0,0.0,2,,19.0,83.0,218.7729507,0.0,,20.5,0.1111111111111111,CHW,1
"Saturday, Sep 9",CHW,@,DET,L,1.0,3.0,9.0,55-87,4.0,20.0,Skubal,Ureña,Lange,2.4833333333333334,N,20159.0,0.0,-1,,17.0,88.0,268.7729507,0.0,,16.6,0.1111111111111111,CHW,1
"Sunday, Sep 10",CHW,@,DET,L,2.0,3.0,9.0,55-88,4.0,20.0,Gipson-Long,Scholtens,Lange,2.583333333333333,D,18223.0,0.0,-2,,17.0,77.0,228.7729507,0.0,,16.6,0.1111111111111111,CHW,1
"Wednesday, Sep 13",CHW,Home,KCR,L,1.0,7.0,9.0,56-90,4.0,20.0,Marsh,Clevinger,,2.65,N,15593.0,0.0,-2,,17.8,63.0,2.939327700000007,0.0,,7.6,0.037037037037037,CHW,1
"Thursday, Sep 14",CHW,Home,MIN,L,2.0,10.0,9.0,56-91,4.0,21.0,Maeda,Ureña,,2.55,N,13233.0,0.0,-3,,16.1,70.0,292.93932770000004,0.0,,9.4,0.037037037037037,CHW,0
"Friday, Sep 15",CHW,Home,MIN,L,2.0,10.0,9.0,56-92,4.0,22.0,Ober,Scholtens,,2.9333333333333336,N,18001.0,0.0,-4,,18.3,63.0,12.939327700000009,0.0,,5.4,0.037037037037037,CHW,1
"Saturday, Sep 16",CHW,Home,MIN,W,7.0,6.0,9.0,57-92,4.0,21.0,Toussaint,López,Banks,2.7,N,24964.0,0.0,1,,20.0,68.0,22.939327700000007,0.0,,9.4,0.037037037037037,CHW,1
"Sunday, Sep 17",CHW,Home,MIN,L,0.0,4.0,9.0,57-93,4.0,22.0,Gray,Cease,,2.5166666666666666,D,17641.0,0.0,-1,,17.8,78.0,232.9393277,0.0,,0.0,0.1111111111111111,CHW,1
"Monday, Sep 18",CHW,@,WSN,W,6.0,1.0,9.0,58-93,4.0,21.0,Clevinger,Adon,,2.5,N,20977.0,0.0,1,,18.9,84.0,191.05180647,0.0,,7.6,0.2962962962962963,CHW,1
"Tuesday, Sep 19",CHW,@,WSN,L,3.0,4.0,9.0,58-94,4.0,22.0,Garcia,Bummer,Finnegan,2.216666666666667,N,23936.0,0.0,-1,,21.1,55.0,271.05180647,0.0,,18.4,0.074074074074074,CHW,2
"Wednesday, Sep 20",CHW,@,WSN,L,3.0,13.0,9.0,58-95,4.0,23.0,Gray,Banks,,2.783333333333333,D,23275.0,0.0,-2,,19.4,57.0,311.05180647,0.0,,11.2,0.074074074074074,CHW,1
"Friday, Sep 22",CHW,@,BOS,L,2.0,3.0,9.0,58-96,4.0,24.0,Llovera,Crochet,Martin,2.7,N,37102.0,0.0,-3,,18.3,63.0,155.82575904,0.0,,5.4,0.074074074074074,CHW,1
"Saturday, Sep 23",CHW,@,BOS,W,1.0,0.0,9.0,59-96,4.0,23.0,Bummer,Winckowski,Shaw,2.45,D,33392.0,0.0,1,,15.0,69.0,45.82575904,0.0,,18.4,0.1111111111111111,CHW,0
"Sunday, Sep 24",CHW,@,BOS,W,3.0,2.0,6.0,60-96,4.0,23.0,Clevinger,Crawford,,1.7166666666666668,D,33399.0,0.0,2,,16.1,90.0,15.82575904,0.5,,20.5,0.2592592592592592,CHW,0
"Tuesday, Sep 26",CHW,Home,ARI,L,4.0,15.0,9.0,60-97,4.0,24.0,Nelson,Ureña,,2.9166666666666665,N,14339.0,0.0,-1,,20.6,81.0,302.93932770000004,0.9,,13.0,0.2962962962962963,CHW,1
"Wednesday, Sep 27",CHW,Home,ARI,L,0.0,3.0,9.0,60-98,4.0,25.0,Pfaadt,Patiño,Sewald,2.466666666666667,D,14790.0,0.0,-2,,20.0,78.0,332.93932770000004,0.0,,13.0,0.1111111111111111,CHW,1
"Thursday, Sep 28",CHW,Home,ARI,W,3.0,1.0,9.0,61-98,4.0,24.0,Banks,Jarvis,Shaw,2.2666666666666666,D,23522.0,0.0,1,2023-09-25 (Postponed),18.9,78.0,332.93932770000004,0.0,,14.8,0.1111111111111111,CHW,1
"Friday, Sep 29",CHW,Home,SDP,L,2.0,3.0,9.0,61-99,4.0,25.0,Martinez,Cease,Hader,3.066666666666667,N,20491.0,0.0,-1,,17.8,84.0,312.93932770000004,0.0,,5.4,0.037037037037037,CHW,1
"Saturday, Sep 30",CHW,Home,SDP,L,1.0,6.0,9.0,61-100,4.0,26.0,Wacha,Clevinger,,2.4333333333333336,N,30118.0,0.0,-2,,19.4,81.0,342.93932770000004,0.0,,13.0,0.037037037037037,CHW,1
"Sunday, Oct 1",CHW,Home,SDP,L,1.0,2.0,11.0,61-101,4.0,26.0,Hill,Cronin,,3.1166666666666667,D,20588.0,0.0,-3,,21.7,66.0,32.93932770000001,0.0,,7.6,0.037037037037037,CHW,2
"Thursday, Mar 30",CIN,Home,PIT,L,4.0,5.0,9.0,0-1,3.0,1.0,Zastryzny,Farmer,Bednar,3.033333333333333,D,44063.0,1.0,-1,,4.4,70.0,247.6572646,0.0,,16.6,0.074074074074074,CIN,0
"Saturday, Apr 1",CIN,Home,PIT,W,6.0,2.0,9.0,1-1,1.0,Tied,Lodolo,Hill,,2.2666666666666666,D,22224.0,0.97,1,,16.7,84.0,67.6572646,0.0,,18.4,0.2962962962962963,CIN,0
"Sunday, Apr 2",CIN,Home,PIT,W,3.0,1.0,9.0,2-1,1.0,Tied,Ashcraft,Velasquez,Díaz,2.4,D,14421.0,0.98,2,,5.0,89.0,147.65726460000002,0.0,,16.6,0.1111111111111111,CIN,0
"Monday, Apr 3",CIN,Home,CHC,W,7.0,6.0,9.0,3-1,1.0,Tied,Cruz,Smyly,Law,2.583333333333333,N,11941.0,1.04,3,,6.7,70.0,237.6572646,0.0,,0.0,0.037037037037037,CIN,1
"Tuesday, Apr 4",CIN,Home,CHC,L,5.0,12.0,9.0,3-2,2.0,1.0,Alzolay,Farmer,,2.8666666666666667,N,13399.0,1.04,-1,,16.1,58.0,77.6572646,0.0,,20.5,0.037037037037037,CIN,0
"Friday, Apr 7",CIN,@,PHI,L,2.0,5.0,9.0,3-3,3.0,2.5,Soto,Law,Kimbrel,2.716666666666667,D,44365.0,1.01,-2,2023-04-06 (Rain),15.6,75.0,309.92948032,0.8,,9.4,0.2592592592592592,CIN,0
"Saturday, Apr 8",CIN,@,PHI,L-wo,2.0,3.0,9.0,3-4,4.0,2.5,Vasquez,Díaz,,2.783333333333333,D,44526.0,0.92,-3,,10.6,30.0,309.92948032,0.0,,9.4,0.1481481481481481,CIN,0
"Sunday, Apr 9",CIN,@,PHI,W,6.0,4.0,9.0,4-4,3.0,2.5,Herget,Domínguez,Gibaut,2.7,D,39129.0,0.9,1,,6.1,53.0,169.92948032,0.0,,9.4,0.1111111111111111,CIN,0
"Monday, Apr 10",CIN,@,ATL,L-wo,4.0,5.0,10.0,4-5,4.0,2.5,Lee,Law,,2.783333333333333,N,30237.0,0.95,-1,,11.1,52.0,272.35313,0.0,,5.4,0.037037037037037,CIN,0
"Tuesday, Apr 11",CIN,@,ATL,L,6.0,7.0,9.0,4-6,4.0,3.5,Tonkin,Cessa,Anderson,2.7333333333333334,N,33559.0,0.93,-2,,10.0,61.0,202.35313,0.0,,0.0,0.037037037037037,CIN,2
"Wednesday, Apr 12",CIN,@,ATL,L,4.0,5.0,9.0,4-7,5.0,3.5,Yates,Farmer,Minter,2.533333333333333,N,30648.0,0.87,-3,,10.0,68.0,202.35313,0.0,,0.0,0.037037037037037,CIN,2
"Thursday, Apr 13",CIN,Home,PHI,W,6.0,2.0,9.0,5-7,4.0,3.5,Lodolo,Falter,Díaz,2.5666666666666664,N,12170.0,0.81,1,,15.0,64.0,237.6572646,0.0,,0.0,0.037037037037037,CIN,0
"Friday, Apr 14",CIN,Home,PHI,L,3.0,8.0,9.0,5-8,5.0,4.5,Walker,Overton,,2.7,N,17610.0,0.85,-1,,15.0,72.0,237.6572646,0.0,,0.0,0.1111111111111111,CIN,0
"Saturday, Apr 15",CIN,Home,PHI,W,13.0,0.0,9.0,6-8,4.0,3.5,Ashcraft,Strahm,,2.65,D,25860.0,0.8,1,,17.8,70.0,87.6572646,0.0,,11.2,0.1111111111111111,CIN,1
"Sunday, Apr 16",CIN,Home,PHI,L,3.0,14.0,9.0,6-9,5.0,4.5,Nola,Cessa,,3.033333333333333,D,13115.0,0.86,-1,,14.4,90.0,237.6572646,0.0,,0.0,0.1111111111111111,CIN,0
"Monday, Apr 17",CIN,Home,TBR,W,8.0,1.0,9.0,7-9,4.0,4.5,Gibaut,Beeks,,2.466666666666667,N,7375.0,0.74,1,,8.3,65.0,137.65726460000002,0.0,,20.5,0.1111111111111111,CIN,0
"Tuesday, Apr 18",CIN,Home,TBR,L,0.0,10.0,9.0,7-10,4.0,5.5,Bradley,Lodolo,,2.4166666666666665,N,11304.0,0.77,-1,,4.4,89.0,277.6572646,0.0,,5.4,0.074074074074074,CIN,0
"Wednesday, Apr 19",CIN,Home,TBR,L,0.0,8.0,9.0,7-11,5.0,6.5,Rasmussen,Stoudt,,2.4166666666666665,D,10205.0,0.72,-2,,10.0,61.0,237.6572646,0.0,,0.0,0.037037037037037,CIN,2
"Thursday, Apr 20",CIN,@,PIT,L,3.0,4.0,9.0,7-12,5.0,7.0,Contreras,Weaver,Bednar,2.15,N,14051.0,0.72,-3,,15.0,38.0,243.4235757,0.0,,0.0,0.074074074074074,CIN,0
